onet_soc_2010;element_id;element_name;date;source;value
11-9033.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;1.5182
11-9033.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;1.0813
11-9033.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1
11-9033.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1.1254
11-9033.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;1.3231
11-9033.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1
11-9033.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;1.1693
11-9033.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.1311
11-9033.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;1.1996
11-9041.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;3.3412
11-9041.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.7579
11-9041.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.7536
11-9041.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;2.2658
11-9041.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;1.7496
11-9041.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.0866
11-9041.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.2963
11-9041.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;1.0081
11-9041.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.4297
11-9041.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;1.8902
11-9041.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.2689
11-9041.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;1.4437
11-9051.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;3.2992
11-9051.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;2.779
11-9051.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;2.2206
11-9051.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;3.0314
11-9051.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;2.001
11-9051.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.736
11-9051.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.8281
11-9051.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;1.8727
11-9051.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;2.15
11-9051.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;2.199
11-9051.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.1408
11-9051.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;3.0261
11-9071.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;3.9109
11-9071.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.3793
11-9071.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.6753
11-9071.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;3.0214
11-9071.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.7634
11-9071.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
11-9071.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.2996
11-9071.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.5092
11-9071.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.2032
11-9071.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.0521
11-9071.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.1008
11-9071.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.3215
11-9081.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;2.1099
11-9081.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;2.0513
11-9081.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;1.6162
11-9081.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;2.5322
11-9081.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;2.2478
11-9081.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1.0518
11-9081.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1
11-9081.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;2.0945
11-9081.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1.3252
11-9081.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;1.7372
11-9081.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.3676
11-9081.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;1.4694
11-9111.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;2.3794
11-9111.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.3928
11-9111.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.7143
11-9111.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;1.8568
11-9111.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;1.6552
11-9111.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1.069
11-9111.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;1.5516
11-9111.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;3.3213
11-9111.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.2069
11-9111.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.793
11-9111.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.3794
11-9111.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.5865
11-9121.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;3.1762
11-9121.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;2.0105
11-9121.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.9391
11-9121.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.6374
11-9121.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.0551
11-9121.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.2163
11-9121.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.2297
11-9121.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.3988
11-9121.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.4226
11-9121.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;2.756
11-9121.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;2.1671
11-9121.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;2.162
11-9131.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jul 05;Incumbent;2.2305
11-9131.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jul 05;Incumbent;1.7592
11-9131.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jul 05;Incumbent;1.5293
11-9131.00;4.C.2.b.1.d;Exposed to Contaminants;Jul 05;Incumbent;3.6079
11-9131.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jul 05;Incumbent;1.2233
11-9131.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jul 05;Incumbent;1.0252
11-9131.00;4.C.2.c.1.a;Exposed to Radiation;Jul 05;Incumbent;1
11-9131.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jul 05;Incumbent;1.0501
11-9131.00;4.C.2.c.1.c;Exposed to High Places;Jul 05;Incumbent;1.2028
11-9131.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jul 05;Incumbent;1.0562
11-9131.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jul 05;Incumbent;1.4538
11-9131.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jul 05;Incumbent;1.6691
11-9141.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;1.6952
11-9141.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;2.6615
11-9141.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.3041
11-9141.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;1.3041
11-9141.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.1913
11-9141.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
11-9141.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1
11-9141.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.0002
11-9141.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0215
11-9141.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.1185
11-9141.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.1054
11-9141.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.3489
11-9151.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;2.7733
11-9151.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.613
11-9151.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.274
11-9151.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;1.7101
11-9151.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.5983
11-9151.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1
11-9151.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1
11-9151.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;2.3915
11-9151.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1
11-9151.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.3415
11-9151.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.2632
11-9151.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.1575
11-9161.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;2.926
11-9161.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;2.8888
11-9161.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;2.4073
11-9161.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;2.2593
11-9161.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;2.1108
11-9161.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.1851
11-9161.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1.1852
11-9161.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;1.8144
11-9161.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1.6293
11-9161.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;2.1108
11-9161.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;2.4442
11-9161.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.8518
11-9199.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;1.8787
11-9199.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.2727
11-9199.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.3333
11-9199.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;1.303
11-9199.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;1.3121
11-9199.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.0606
11-9199.01;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.2121
11-9199.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;1.3333
11-9199.01;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.1212
11-9199.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;1.2424
11-9199.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.1818
11-9199.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.3224
11-9199.04;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;2.4445
11-9199.04;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.5182
11-9199.04;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.5003
11-9199.04;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;1.6297
11-9199.04;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.1852
11-9199.04;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1
11-9199.04;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1
11-9199.04;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;1.148
11-9199.04;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1.037
11-9199.04;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.2961
11-9199.04;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.4445
11-9199.04;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.1481
13-1011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;2.0031
13-1011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;1.2926
13-1011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;1.2715
13-1011.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;1.3644
13-1011.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;1.0058
13-1011.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1
13-1011.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1.0058
13-1011.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1
13-1011.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;1.0058
13-1011.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;1
13-1011.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;1
13-1011.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;1.0795
13-1021.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 07;Incumbent;2.2353
13-1021.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 07;Incumbent;2.2461
13-1021.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 07;Incumbent;1.554
13-1021.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 07;Incumbent;2.6478
13-1021.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 07;Incumbent;1.4667
13-1021.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 07;Incumbent;1.1159
13-1021.00;4.C.2.c.1.a;Exposed to Radiation;Jun 07;Incumbent;1
13-1021.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 07;Incumbent;1.0042
13-1021.00;4.C.2.c.1.c;Exposed to High Places;Jun 07;Incumbent;1.3529
13-1021.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 07;Incumbent;1.869
13-1021.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 07;Incumbent;1.5972
13-1021.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 07;Incumbent;1.5539
13-1022.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;1.7465
13-1022.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.9306
13-1022.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.4558
13-1022.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;1.6302
13-1022.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.2597
13-1022.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1.2193
13-1022.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1.0731
13-1022.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;1.1619
13-1022.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1.5148
13-1022.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.0101
13-1022.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.2191
13-1022.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.499
13-1023.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jul 04;Incumbent;2.3698
13-1023.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jul 04;Incumbent;1.6926
13-1023.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jul 04;Incumbent;1.4621
13-1023.00;4.C.2.b.1.d;Exposed to Contaminants;Jul 04;Incumbent;1.592
13-1023.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jul 04;Incumbent;2.063
13-1023.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jul 04;Incumbent;1.0282
13-1023.00;4.C.2.c.1.a;Exposed to Radiation;Jul 04;Incumbent;1
13-1023.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jul 04;Incumbent;1
13-1023.00;4.C.2.c.1.c;Exposed to High Places;Jul 04;Incumbent;1.0088
13-1023.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jul 04;Incumbent;1.1704
13-1023.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jul 04;Incumbent;1.2092
13-1023.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jul 04;Incumbent;1.3715
13-1031.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;3.6596
13-1031.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;1.3603
13-1031.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;1.3327
13-1031.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;1.2781
13-1031.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;1.2708
13-1031.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1
13-1031.01;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1
13-1031.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;1.1009
13-1031.01;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1.5656
13-1031.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;1.5768
13-1031.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.3334
13-1031.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;1.3543
13-1031.02;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;2.2393
13-1031.02;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.757
13-1031.02;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.562
13-1031.02;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;1.6382
13-1031.02;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.447
13-1031.02;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1.0772
13-1031.02;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1
13-1031.02;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;1.204
13-1031.02;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1.5926
13-1031.02;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.3319
13-1031.02;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.3303
13-1031.02;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.5518
13-1032.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;3.8348
13-1032.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;3.8503
13-1032.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.7557
13-1032.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;3.8843
13-1032.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.8639
13-1032.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
13-1032.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1
13-1032.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.0138
13-1032.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0116
13-1032.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.6236
13-1032.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;2.0683
13-1032.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.4164
13-1041.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Occupational Expert;2.9826
13-1041.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Occupational Expert;2.6319
13-1041.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Occupational Expert;2.2982
13-1041.01;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Occupational Expert;3.0349
13-1041.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Occupational Expert;1.8772
13-1041.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Occupational Expert;1.2103
13-1041.01;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Occupational Expert;1.3683
13-1041.01;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Occupational Expert;1.8242
13-1041.01;4.C.2.c.1.c;Exposed to High Places;Dez 06;Occupational Expert;2.0347
13-1041.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Occupational Expert;2.5263
13-1041.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Occupational Expert;2.351
13-1041.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Occupational Expert;2.193
13-1041.02;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Incumbent;2.7428
13-1041.02;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Incumbent;2.7744
13-1041.02;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Incumbent;2.6698
13-1041.02;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Incumbent;3.7234
13-1041.02;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Incumbent;2.1911
13-1041.02;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Incumbent;1.2821
13-1041.02;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Incumbent;1.0943
13-1041.02;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Incumbent;2.9905
13-1041.02;4.C.2.c.1.c;Exposed to High Places;Dez 06;Incumbent;1.2665
13-1041.02;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Incumbent;1.3006
13-1041.02;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Incumbent;2.3552
13-1041.02;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Incumbent;2.1502
13-1041.03;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Incumbent;2.8915
13-1041.03;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Incumbent;1.2829
13-1041.03;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Incumbent;1.1063
13-1041.03;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Incumbent;1.7026
13-1041.03;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Incumbent;1.1718
13-1041.03;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Incumbent;1.025
13-1041.03;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Incumbent;1
13-1041.03;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Incumbent;1.2024
